ut	nuts2
000312829400117	PL51
000304976300005	ITI4
000295667000001	UKH1
000462416000008	RO32
000355891600072	ES11
000291915700041	EL63
000294098300013	HU21
000303626200011	ITH5
000309026500016	EL30
000472176900128	PT11
000288102300079	DE73
000370100400025	TR51
000335143000026	ITG1
000378097800078	TR42
000393848800073	SE22
000332272800001	DE13
000275243800019	NL21
000357869100012	CH04
000462633900004	DE25
000374336700014	DE40
000288135300012	CH02
000304750400001	PT17
000449241200024	ES24
000417551400012	FRI1
000294061100020	DEA2
000334739700009	UKI3
000285449100011	DEG0
000329377800027	ES30
000360032600051	TR62
000427074900011	ITI4
000374274900056	UKI3
000379542400024	EL63
000440876600070	FRC2
000340300500052	DEG0
000446604500179	ES61
000332339100003	DE71
000428959900012	TR51
000477043900108	UKG3
000388963600003	ITH5
000432769400037	IE06
000452568200075	ES41
000429634000023	ITF3
000361264100010	HR05
000487278600066	RO12
000342994600001	FRH0
000432427000140	CZ06
000366638900007	UKD4
000423007300049	ES51
000289385900004	DE60
000441368600003	PT11
000472210900007	NL41
000346092000040	UKK4
000241289600006	NL33
000361252500012	UKL2
000355158200057	DE21
000387736200010	UKM8
000313478000040	UKI3
000449021700003	ITF5
000321724000061	SE11
000354965300084	TR31
000416614600069	TR10
000342360300046	UKI3
000463462100090	FRE1
000302018900014	ES61
000295583200007	ES51
000431958800018	PT17
000376120100075	DK01
000365876300012	BE21
000285720600003	UKH1
000439939600020	SE12
000283938600021	ITG2
000345529900015	FR10
000361161100049	DEA4
000323277400012	UKH2
000278482600004	ES51
000311805500002	SE12
000427677500207	AT21
000412844200010	DE25
000379939100016	DE71
000359873300088	UKE4
000376052500010	FRK1
000503280000023	UKI3
000291548100005	FR10
000391363200001	DEA5
000434868000008	ES41
000418574800021	UKD4
000503277900006	UKM5
000287585000002	DE25
000339151200028	UKC1
000411545100051	PL22
000502243800028	DE50
000352644100016	EL43
000290670000024	BE24
000288750800008	ES51
000392464400019	CH01
000305732400027	UKI3
000471087200032	TR83
000377263400023	CH01
000371235700003	NL33
000472183200069	SE11
000310109000005	CH04
000326639200088	FRK2
000350673700005	SE11
000447479400073	AT13
000330951200055	NL33
000386410100007	EL30
000321504700084	AT13
000343949400022	ES22
000452345400073	ITI2
000407655700083	BE21
000292621200018	DK02
000294729900010	SE23
000393987000005	IE05
000482532700046	ES52
000402090300179	AT21
000419338600015	DK02
000449123800023	ES70
000441086900005	TR10
000359875100046	NL33
000386745300005	NL11
000337742600038	UKC2
000363061900001	UKH2
000292445500009	UKG3
000447568800093	DE13
000462495900002	DEA3
000377909200100	ITI4
000341299500004	UKD7
000393467600096	DE30
000414922900005	UKD6
000321076700058	DE11
000309147800081	UKF1
000371826100031	ES30
000464626800036	UKF1
000372736200002	ES61
000459006500001	FRF1
000426619500005	DE11
000478735800022	DEF0
000306725200063	RO11
000306774400036	UKK1
000294089500079	BE33
000424728300078	PT17
000326170500005	IE05
000330001600046	CZ06
000392422500070	ITF6
000456355700013	TR52
000383727100006	EL30
000375110500018	RO32
000426712900002	UKE4
000488143400009	UKG3
000356046900108	UKI7
000362379800065	TR51
000276905600093	BE35
000340091000010	UKM7
000300935700009	UKM8
000319856300104	DE80
000484464800019	EL30
000430169300005	DK01
000340311500002	ES30
000309645000048	TR10
000400396100007	RO32
000304108000032	FRJ1
000359333100035	CZ01
000325905000006	ITC4
000321724000047	ES51
000303355400004	FRI3
000426884100081	ITF4
000286179800008	FRJ1
000464768600097	DE40
000275085100062	CH03
000307206600042	ITH5
000441490300025	SE23
000447113000066	PL21
000386356900019	IE06
000296710300024	ES30
000399448600016	UKH1
000298766900055	FRI1
000451102100037	FR10
000370306300022	AT34
000397793200013	FRK2
000277630500002	DE21
000319250200042	SE11
000275085100062	ITF4
000278309100005	PT16
000323192400003	PT16
000417377900181	ES30
000432457600011	DE30
000281794700006	RO12
000283959500023	NL33
000280227700056	BE23
000348339400018	FRF2
000392267900037	PT17
000408671600066	UKI3
000355891700026	DEF0
000379127300048	DEF0
000430512400002	FR10
000497259300040	ES51
000438076200084	SE12
000370320100007	ES30
000456025100001	FRI1
000365075800056	CH04
000313794400015	TR42
000358460400009	CH03
000477777100011	ES51
000323603700009	ES30
000419169600084	FRC2
000360949100013	ES52
000337963900072	DED2
000455312800001	DEA3
000349964000025	FI19
000411806400023	ITF6
000295830700025	DEA3
000381837500024	BE33
000355627100002	DEG0
000312865000064	ITI1
000367839900013	UKN0
000438297000007	TR51
000283386400013	BE33
000451938600004	TR42
000375329200058	UKD1
000327044600035	DE40
000352142300006	DEG0
000335877200012	TR42
000295242400011	FR10
000285474100115	NO06
000293905900019	DE24
000401204700044	SE11
000468818700024	SE12
000319232700004	BE24
000342626200001	UKH1
000436061200001	FR10
000373421000042	ES30
000362287100062	UKI3
000310838300008	ES51
000297449500049	NL33
000460845700087	FRC2
000381120700001	ES61
000382591300007	DE30
000286896700004	LV00
000308658600068	BE24
000452945500024	FRE1
