ut	nuts2
000175567400002	UKI3
000349504800035	UKM8
000465570700077	PL22
000471291100005	ITF6
000468167900089	DK05
000305712700001	PT16
000298240200012	FRJ2
000489101900160	DE25
000360228300025	UKI3
000431837400004	PT11
000294886900001	UKH1
000301651700002	ES30
000374359600020	FI1C
000443922600010	LT01
000429917600008	UKC2
000441735600004	DK03
000170349200011	DEA4
000493896300004	PT17
000432411800025	TR90
000304750400001	PT17
000333421600018	NL41
000473201500014	ES12
000330096000060	BE21
000414172100010	DE30
000389317100017	ITI4
000465250500027	UKH2
000324507000056	DK05
000389317100046	ITF3
000293035300050	FRE2
000386410500044	ES11
000178587600001	EL30
000341463900014	FI1B
000285621500010	ITH5
000340320800032	NL12
000308441300003	CZ05
000374974000006	UKJ1
000302800000007	CH03
000425667800001	UKG3
000360292100104	ITG1
000445518100001	DED2
000393000700035	ITG1
000321764700011	PT17
000483422600038	IE06
000327250300031	NL22
000442489600003	FR10
000391380903030	IE05
000392769800036	UKM7
000357670400012	ITC3
000456760900035	IE06
000297050800001	FRK2
000381841400019	UKC2
000342994600001	FRH0
000294076700052	DK01
000302824900125	ITI1
000459528500082	PT11
000408431500004	CH04
000300478100019	NO06
000351382500002	ITI1
000404553300031	LT02
000382334200007	UKH1
000280893100009	CH01
000451048400026	NL21
000447090400103	DK01
000431095100019	ITH4
000377572202062	ITC1
000375818700018	ES41
000456749400017	AT13
000419173400032	UKL1
000379582700029	SE22
000365464200017	FR10
000378660500018	ES11
000347660200001	SI03
000297562300001	FRJ1
000363499100014	NO06
000431156900028	ES61
000412621000022	ITI3
000310665000087	NL22
000425572700069	ITH4
000319181000011	NL32
000389161600038	UKI3
000368037100009	UKM8
000343208300004	IE05
000373504800001	ITF6
000348878600040	ITG1
000334097000003	HU33
000344017800002	DE30
000452342700025	ITI4
000298378600008	UKK1
000341676100010	LT02
000445275900008	UKI3
000437280300022	EL52
000325435800013	DE11
000400199100005	DK05
000376800200011	UKJ2
000313788700002	FR10
000288387600011	DE25
000303998700030	DK01
000208788300011	FRK2
000300648000014	IE06
000445570700025	PL41
000290020500002	FRJ2
000394690700029	FI1C
000321749200042	FRJ1
000345370100038	DE11
000423156900241	DK05
000438833400009	DEB3
000363344800021	UKI3
000413563100003	FRJ1
000309897200015	FRJ2
000330794300001	DEA5
000513310000035	DK05
000330951200055	NL33
000423965200434	DK05
000474208400033	PT17
000367630200088	ITC4
000512340000130	IE04
000368047800035	UKH1
000350532000002	DK04
000404229300001	ES51
000329927100009	DE25
000342199000055	ITF6
000345440100115	ES41
000375575400017	FRK2
000297874000015	UKH1
000461722500017	FR10
000456756200006	DE11
000389088900009	TR90
000465206800248	UKM7
000313581900013	UKJ3
000460853600001	UKK1
000497971400064	CZ01
000446604500183	NO06
000366055800042	IE06
000496341800013	FRJ2
000483941300007	FR10
000349382600051	BE24
000317803100006	ES11
000317388300007	FR10
000085412600048	NL11
000343337200116	ITF6
000366071800007	NL31
000346622400036	UKI3
000433269100010	NO06
000294645700008	UKD3
000309272700060	DE30
000284511300015	UKD3
000384785000011	ITF6
000348874100020	NL31
000291709500015	SE23
000351327300038	NO0A
000424879400009	DEB3
000378594000064	UKI3
000276562300057	ITG1
000460845700073	PT17
000329347500056	UKJ3
000431741300011	DK03
000365814700005	SE23
000404698600006	UKL2
000349801000002	ITG1
000445275900025	NO09
000384785000026	AT13
000440682100002	FR10
000436215500055	SE12
000402465000044	FRJ1
000324308500030	NL12
000346983100003	UKH1
000351963100042	ITI4
000298908400014	ES12
000374617000051	UKI3
000417070500028	SE12
000320002700012	UKD7
000369429700003	HR03
000478965700029	IE05
000330821800028	BE24
000402637900009	ITI4
000313794400015	TR42
000411774900026	IE05
000353732300076	UKL1
000330488100073	UKI3
000441513600004	NL11
000454567500007	UKD3
000449724700003	UKM7
000425667800001	FI19
000366055800285	DE30
000423156900044	UKM7
000380600500027	UKJ1
000399728700018	UKE3
000446604500110	ES21
000468972100138	UKM8
000472663300005	ITC4
000398037900022	ES61
000331922000015	UKD4
000392771900033	ITF6
000413536800002	UKJ1
000435057700029	SE12
