ut	nuts2
000175567400002	UKI3
000349504800035	UKM8
000471291100005	ITF6
000280379400024	UKK4
000391473100020	IE06
000362366700002	UKI3
000298240200012	FRJ2
000389317100065	UKM7
000472742000001	UKK1
000295701000002	CH02
000439102400002	TR52
000407137700030	ITH4
000286109500007	ES61
000434703400283	FI1C
000341597300001	DEA4
000301454400061	ITI4
000221845700006	UKI3
000432411800025	TR90
000304750400001	PT17
000352922700029	SE23
000473201500014	ES12
000330096000060	BE21
000414172100010	DE30
000402220400012	UKJ2
000460709400031	DE72
000305750000015	UKI3
000466455000004	TRA1
000345421900028	TRB1
000389317100017	ITI4
000465250500027	UKH2
000324507000056	DK05
000389317100046	ITF3
000330329600006	UKH1
000312865000192	TR51
000327676800022	ES51
000386410500044	ES11
000328737700081	SE11
000366111400011	ES30
000178587600001	EL30
000366787600011	AT12
000285621500010	ITH5
000280985800013	BE23
000406348600001	IE06
000302800000007	CH03
000287377200007	CH04
000282544900035	CH01
000445518100001	DED2
000334097000003	SE12
000393000700035	ITG1
000424397100004	CH01
000483422600038	IE06
000414453600026	BG41
000375234400009	ITI4
000449724700029	ES21
000392769800036	UKM7
000321023900016	DED2
000357670400012	ITC3
000341597600012	UKD4
000456760900035	IE06
000297050800001	FRK2
000405253500074	AT12
000462373200007	DK05
000305365300009	NO08
000424170900047	UKK1
000294076700052	DK01
000404256400114	UKG3
000302824900125	ITI1
000285248900030	UKC1
000478965700029	UKK4
000396042500011	PL21
000280893100009	CH01
000468711500011	DK05
000447090400103	DK01
000345329000004	EL63
000430902000075	SE12
000377572202062	ITC1
000406700200173	ES21
000419173400032	UKL1
000327432500040	UKK1
000364327300014	SE11
000451218700022	ES21
000209454100006	DK01
000378660500018	ES11
000347660200001	SI03
000423965400129	UKE1
000426847403071	UKE3
000291661700001	FRI3
000412621000022	ITI3
000275612000033	FRJ2
000412814900013	FRK2
000274389200035	FR10
000364248300119	PT17
000312821600007	ITC1
000334097000003	HU33
000400299400003	ITF6
000444625900073	SE22
000432993800023	DK05
000235532700022	UKI3
000341676100010	LT02
000311803300028	UKI3
000315618700053	DEA2
000273884100040	IE05
000312548800012	UKH1
000340975200028	PL91
000354963600013	UKJ3
000302821800046	SE23
000325435800013	DE11
000322416800001	DEA1
000342749800023	EL52
000376800200011	UKJ2
000346332000018	DE30
000343627300003	UKI3
000381493900015	UKG3
000381797300010	FR10
000495127500005	HU32
000208788300011	FRK2
000297275200015	NL21
000407895000003	NO08
000383293800053	BE33
000279989000042	DED5
000328006500004	ES22
000288386700004	UKH1
000360949200075	IE06
000368252900056	UKI3
000312821600007	ITH4
000418967200012	SE23
000296745600018	ITH5
000345370100038	DE11
000438833400009	DEB3
000418574800034	DE21
000430708900022	UKI3
000343994800026	DE40
000429631500001	EE00
000419469800002	UKN0
000336400500017	UKC1
000362058200073	EL52
000513310000035	DK05
000423965200434	DK05
000330951200055	NL33
000304192400002	DE12
000380403700103	ES21
000394842700096	ITG1
000426933000044	UKE3
000411225200018	ES21
000363890700004	HU11
000512340000130	IE04
000308406000052	DE91
000299032403067	ITC1
000293488300006	DE12
000346342000005	ITH5
000312622600003	UKC1
000340977000015	FRK2
000375575400017	FRK2
000404307200005	FRK2
000431116900014	NO06
000313581900013	UKJ3
000389088900009	TR90
000465206800248	UKM7
000371826100031	ES30
000426877000060	IE06
000278013100006	UKD4
000446604500183	NO06
000403212100065	UKE3
000447025400010	IE06
000366055800042	IE06
000383291800101	BE10
000304049500011	PL91
000496341800013	FRJ2
000406878200050	PT17
000349382600051	BE24
000301454400061	ITF5
000349361200014	ITF6
000317803100006	ES11
000276329500023	CH01
000347138300036	DE13
000400993800003	ITI4
000287971700045	UKE4
000472987900001	IE06
000430902000075	NL32
000383680600013	CH04
000307727700010	NO08
000324312400006	UKI3
000298721500030	TRB1
000343337200116	ITF6
000437103100001	UKI3
000439102400002	TR42
000291010300021	DE30
000360080200036	UKD4
000450338600002	DE91
000366071800007	NL31
000314761300002	NO08
000433269100010	NO06
000354473900026	DE30
000387091900262	AT22
000275997200013	IE05
000334287900009	NL22
