nuts2	country_iso_alpha3_code	cluster_id1	counts
DK05	DNK	337	63
DK05	DNK	639	61
ES51	ESP	182	56
ES51	ESP	765	45
UKE3	GBR	376	42
DK02	DNK	1332	42
FR10	FRA	182	41
ES51	ESP	337	32
ITG1	ITA	182	32
FRE1	FRA	639	31
ES30	ESP	182	30
ITF4	ITA	337	30
FR10	FRA	381	28
ES24	ESP	182	28
ES30	ESP	639	27
UKD3	GBR	639	27
ITI1	ITA	182	27
DK02	DNK	639	26
UKM8	GBR	639	26
DK01	DNK	1332	26
NL33	NLD	639	24
NL33	NLD	1332	24
ITI4	ITA	182	23
ITH4	ITA	182	23
ES51	ESP	639	22
UKF1	GBR	340	22
SI04	SVN	182	22
DK05	DNK	256	21
ES51	ESP	530	21
DK01	DNK	639	20
UKF1	GBR	639	20
FR10	FRA	639	19
SE23	SWE	639	19
SE33	SWE	182	18
UKH1	GBR	182	17
EL30	GRC	530	16
ITF3	ITA	857	16
PT17	PRT	1450	16
UKI3	GBR	639	16
CH03	CHE	765	16
ES61	ESP	765	16
DK05	DNK	340	16
DE40	DEU	182	15
DE11	DEU	340	15
FRI3	FRA	2184	15
UKH1	GBR	639	15
DK01	DNK	1083	15
ES30	ESP	337	15
ES42	ESP	448	15
DE30	DEU	182	15
EL30	GRC	1605	14
UKN0	GBR	639	14
ES21	ESP	765	14
DK04	DNK	639	14
ES21	ESP	639	14
DEA1	DEU	639	14
ITH3	ITA	376	14
ITF3	ITA	182	14
ES61	ESP	639	14
UKI3	GBR	530	14
DEB3	DEU	2524	13
UKG2	GBR	1576	13
CH04	CHE	340	13
DEA1	DEU	319	13
UKI3	GBR	182	13
PT11	PRT	639	13
HU11	HUN	182	13
CH01	CHE	182	13
IE06	IRL	639	13
ES70	ESP	1605	13
DE60	DEU	299	12
SE23	SWE	337	12
ITC1	ITA	182	12
UKK1	GBR	2022	12
FR10	FRA	444	12
DK03	DNK	337	12
UKC1	GBR	639	12
UKM7	GBR	50	12
ITH5	ITA	765	11
RO22	ROU	639	11
DK05	DNK	530	11
ES30	ESP	1083	11
NO06	NOR	639	11
DK01	DNK	182	11
ES30	ESP	448	10
ITF3	ITA	639	10
ES24	ESP	124	10
UKF1	GBR	765	10
EL30	GRC	639	10
ES61	ESP	337	10
PT17	PRT	1891	10
DED2	DEU	765	10
DEE0	DEU	772	10
DEA2	DEU	381	10
PT11	PRT	182	10
FRE2	FRA	1175	10
DED2	DEU	182	10
DE30	DEU	765	10
UKH1	GBR	50	10
FRK2	FRA	639	10
DK05	DNK	765	9
PL91	POL	337	9
FRE1	FRA	2186	9
UKM7	GBR	444	9
CH04	CHE	337	9
IE06	IRL	448	9
FRI1	FRA	639	9
DK01	DNK	448	9
CH04	CHE	765	9
UKJ1	GBR	50	9
RO42	ROU	639	9
UKJ3	GBR	1332	9
ITC4	ITA	857	9
CH01	CHE	765	9
FRK2	FRA	381	9
UKI3	GBR	1332	9
UKJ1	GBR	381	9
UKC2	GBR	639	9
UKC1	GBR	50	9
SE23	SWE	1602	9
ES21	ESP	337	9
CH02	CHE	182	9
DK05	DNK	1332	9
UKD3	GBR	448	9
RO11	ROU	639	8
DE21	DEU	772	8
ITC4	ITA	639	8
DEA1	DEU	448	8
IE05	IRL	182	8
DE40	DEU	50	8
SE12	SWE	1332	8
UKI7	GBR	182	8
CH01	CHE	444	8
UKM8	GBR	765	8
ITC4	ITA	182	8
DE25	DEU	299	8
ES22	ESP	189	8
FI1B	FIN	639	8
ITI4	ITA	765	8
FRJ2	FRA	765	8
DK03	DNK	639	8
ITH5	ITA	340	8
FRE1	FRA	1139	8
ITC1	ITA	337	8
ES51	ESP	857	8
ES11	ESP	639	8
SE11	SWE	1332	8
FRK2	FRA	772	8
DEB3	DEU	50	8
FRE1	FRA	2184	8
DEF0	DEU	337	8
FR10	FRA	1332	8
FR10	FRA	772	7
PT16	PRT	182	7
DE30	DEU	639	7
UKJ1	GBR	1083	7
SE22	SWE	772	7
NL41	NLD	677	7
ITH4	ITA	337	7
ES30	ESP	1468	7
UKF1	GBR	1576	7
ES22	ESP	639	7
PT17	PRT	639	7
SE11	SWE	639	7
PL21	POL	765	7
UKC1	GBR	632	7
UKH1	GBR	857	7
FRJ2	FRA	639	7
ES30	ESP	857	7
DK05	DNK	376	7
FRF3	FRA	393	7
DE30	DEU	2184	7
DE30	DEU	448	7
ES30	ESP	256	7
FR10	FRA	393	7
CH04	CHE	182	7
DE80	DEU	319	7
UKJ1	GBR	182	7
DED5	DEU	182	7
BE10	BEL	639	7
IE05	IRL	2184	7
SE31	SWE	1576	7
DED4	DEU	639	7
PL43	POL	340	7
EL30	GRC	1332	7
ITC1	ITA	765	7
DE13	DEU	94	7
UKM7	GBR	1891	7
DE94	DEU	1083	6
DEF0	DEU	639	6
PL91	POL	639	6
UKE3	GBR	1289	6
UKJ3	GBR	1120	6
DE91	DEU	2028	6
TR51	TUR	765	6
CH04	CHE	677	6
UKI3	GBR	2166	6
UKF2	GBR	639	6
RS11	SRB	182	6
ES52	ESP	337	6
ES30	ESP	920	6
ITC1	ITA	393	6
SE12	SWE	1576	6
SI04	SVN	376	6
ES53	ESP	182	6
UKI3	GBR	337	6
UKG2	GBR	639	6
CH03	CHE	337	6
NL41	NLD	1139	6
TR90	TUR	2308	6
UKM8	GBR	376	6
ES61	ESP	1332	6
PT16	PRT	639	6
FRH0	FRA	639	6
UKM5	GBR	1576	6
AT13	AUT	444	6
ITF4	ITA	50	6
ES52	ESP	639	6
FRF1	FRA	299	6
FRH0	FRA	444	6
ITC4	ITA	50	6
ITI1	ITA	189	6
UKM8	GBR	337	6
DE14	DEU	920	6
UKH1	GBR	28	6
AT13	AUT	1012	6
UKK1	GBR	639	6
CH01	CHE	132	6
ES24	ESP	639	6
ES30	ESP	124	6
ES42	ESP	278	6
UKM8	GBR	1576	6
SE11	SWE	437	6
UKF1	GBR	381	6
ES11	ESP	765	6
ES30	ESP	765	6
ITH4	ITA	299	6
NO06	NOR	393	6
ES52	ESP	1576	6
ITH5	ITA	50	6
DEA2	DEU	1576	6
IE05	IRL	274	5
FRJ2	FRA	256	5
UKN0	GBR	1576	5
ES13	ESP	337	5
ES30	ESP	1492	5
FR10	FRA	299	5
ITH5	ITA	1175	5
FR10	FRA	337	5
UKI7	GBR	444	5
NL41	NLD	50	5
UKC1	GBR	376	5
IE06	IRL	299	5
UKH1	GBR	772	5
RO42	ROU	340	5
ES70	ESP	2308	5
EL51	GRC	857	5
UKM7	GBR	1332	5
ITG2	ITA	182	5
TR63	TUR	2308	5
ITF4	ITA	857	5
UKK1	GBR	278	5
NL32	NLD	639	5
ES11	ESP	337	5
ES51	ESP	340	5
FRE1	FRA	393	5
ES61	ESP	1468	5
FRG0	FRA	376	5
UKM5	GBR	639	5
FR10	FRA	2184	5
ES30	ESP	1237	5
ES30	ESP	1332	5
TR51	TUR	1120	5
PT11	PRT	337	5
SE31	SWE	337	5
NO08	NOR	393	5
DK03	DNK	340	5
DE23	DEU	50	5
AT13	AUT	182	5
ITC3	ITA	765	5
UKI3	GBR	1120	5
MT00	MLT	1332	5
EL30	GRC	1083	5
FRD2	FRA	2186	5
UKD3	GBR	2184	5
FR10	FRA	920	5
ITH3	ITA	337	5
FR10	FRA	448	5
DE13	DEU	381	5
FRL0	FRA	1083	5
BE32	BEL	50	5
PL91	POL	765	5
BE24	BEL	760	5
FI1B	FIN	182	5
EL52	GRC	1083	5
TR31	TUR	857	5
UKM7	GBR	274	5
FRF3	FRA	1175	5
BE24	BEL	530	5
FRH0	FRA	1175	5
FRD1	FRA	920	5
DEA1	DEU	765	5
DK01	DNK	1891	5
