nuts2	country_iso_alpha3_code	cluster_id1	counts
ITF4	ITA	772	99
DEA2	DEU	1152	10
DEE0	DEU	1835	2
ITH5	ITA	614	1
UKH1	GBR	156	69
DE11	DEU	724	63
DE11	DEU	19	6
ITF4	ITA	245	120
ES53	ESP	726	6
TR63	TUR	857	1
PL22	POL	124	1
FRJ1	FRA	105	12
UKE4	GBR	721	12
DED2	DEU	19	3
FRE2	FRA	1457	5
ITF3	ITA	299	42
UKI3	GBR	1322	20
UKI3	GBR	66	41
CZ01	CZE	381	11
DE23	DEU	921	1
BE23	BEL	208	4
EL51	GRC	1468	4
PL81	POL	804	4
ITG2	ITA	98	40
CH03	CHE	19	2
DE12	DEU	313	6
UKE4	GBR	341	3
NL11	NLD	201	1
DE60	DEU	1401	35
FRD1	FRA	614	6
UKE3	GBR	87	35
DE30	DEU	721	24
TRB1	TUR	245	32
FR10	FRA	3114	45
TR51	TUR	313	2
PL63	POL	57	1
SI04	SVN	156	16
DEF0	DEU	1587	12
DED5	DEU	1450	6
DE71	DEU	1587	8
SE12	SWE	556	1
FRF3	FRA	1343	3
DE30	DEU	1628	12
UKK1	GBR	1398	4
CH04	CHE	1429	2
FRK2	FRA	156	3
FRC2	FRA	28	8
UKD3	GBR	66	235
DEA4	DEU	271	58
PL41	POL	642	4
CZ01	CZE	1753	6
TR51	TUR	66	26
DE91	DEU	642	4
DE12	DEU	299	5
ES21	ESP	2201	9
ES52	ESP	1468	4
PT15	PRT	78	10
ES70	ESP	1738	52
CH02	CHE	215	6
FRK2	FRA	87	40
FRK2	FRA	1343	52
ES51	ESP	44	18
PT17	PRT	1343	8
DE71	DEU	205	6
NL32	NLD	66	49
TR83	TUR	921	86
ITI1	ITA	1760	5
FRI3	FRA	469	3
BE21	BEL	215	15
DK02	DNK	316	4
ITG1	ITA	1429	5
ES22	ESP	2725	14
UKH2	GBR	1835	3
FRI1	FRA	918	6
UKC1	GBR	921	5
SE23	SWE	28	45
NL21	NLD	184	4
DE12	DEU	1740	2
DE11	DEU	299	29
FRJ1	FRA	1703	2
ITF3	ITA	3045	23
ES30	ESP	828	2
DED2	DEU	1401	2
SE12	SWE	316	116
DE21	DEU	1587	100
PT16	PRT	1605	2
DE30	DEU	156	12
AT13	AUT	316	5
CH01	CHE	1605	8
UKH1	GBR	87	112
DED2	DEU	316	7
UKD7	GBR	721	3
DEA2	DEU	1247	47
FRJ1	FRA	98	18
NL33	NLD	874	2
SE23	SWE	2426	9
ES61	ESP	857	10
UKK1	GBR	954	2
EL30	GRC	2085	2
FRC1	FRA	1355	27
ES30	ESP	2426	15
NL32	NLD	733	58
DE11	DEU	1738	2
FRF1	FRA	1401	214
ITF4	ITA	1247	1
FRF1	FRA	1928	4
ITH5	ITA	1775	95
DEG0	DEU	201	9
ES42	ESP	828	2
SE22	SWE	87	8
UKF1	GBR	1703	2
DE11	DEU	838	1
DEA5	DEU	19	4
DEA1	DEU	50	11
UKK1	GBR	78	2
SE12	SWE	1743	136
ITI4	ITA	646	2
PT16	PRT	772	6
ITF6	ITA	857	2
SE12	SWE	271	6
UKI3	GBR	313	26
UKM7	GBR	1355	12
UKE3	GBR	721	5
DE30	DEU	87	8
EL63	GRC	299	163
